59	22	73	73	26	18	38	24	12	33	47	65	47	25	34	32	15	64	53	27
72	62	74	56	9	62	39	8	23	32	26	4	61	32	23	2	66	32	72	5
38	45	51	10	70	70	24	33	32	76	29	27	19	61	59	72	1	60	15	72
69	80	77	10	49	55	44	62	15	7	77	20	24	24	72	21	59	71	69	43
66	50	59	22	54	44	43	48	57	74	69	36	46	60	37	53	53	50	20	78
75	49	77	14	21	26	5	38	21	46	79	27	69	75	34	51	11	76	79	38
25	53	4	21	36	53	21	80	21	53	30	32	21	54	43	29	72	35	23	24
59	45	67	54	30	7	72	72	13	63	63	34	38	39	69	1	4	60	4	14
19	51	63	18	14	38	72	35	75	9	34	33	55	51	78	35	22	24	56	75
70	52	62	35	54	56	61	14	50	18	57	9	38	8	23	2	51	65	11	23
27	74	28	19	3	14	9	41	14	13	30	13	30	8	6	79	3	20	37	14
71	27	75	36	11	37	67	21	58	18	75	43	3	67	25	29	76	67	34	23
3	58	55	44	51	26	66	59	13	37	40	15	72	41	37	53	48	9	73	20
4	32	36	24	72	76	52	28	60	45	75	13	66	67	43	6	74	18	64	54
25	8	34	37	15	42	26	5	51	31	54	78	70	48	21	5	63	1	49	65
21	32	34	64	50	15	29	62	79	63	28	53	20	69	60	12	53	35	78	37
74	55	70	64	9	79	39	62	67	8	50	6	19	26	32	34	71	26	66	10
40	28	15	38	62	25	23	38	28	59	17	34	24	58	70	17	13	75	15	47
79	44	28	47	7	77	80	46	75	36	52	24	8	18	29	34	35	34	56	76
33	78	78	25	62	69	16	66	24	40	72	58	41	21	64	60	34	71	18	64
64	11	13	14	23	24	30	8	31	76	67	39	44	26	15	5	68	64	23	40
74	10	20	31	57	75	39	43	17	15	21	35	24	50	62	76	61	49	31	70
66	18	44	27	14	49	19	71	28	56	32	14	11	40	3	76	78	28	50	75
41	72	76	18	44	28	61	25	79	72	18	53	60	66	22	30	22	56	8	14
2	77	47	3	7	53	49	18	41	65	30	67	56	34	2	68	55	49	11	73
65	16	9	15	19	24	72	42	28	47	4	68	74	49	47	9	54	80	24	45
11	29	49	15	52	9	19	24	50	21	57	34	3	51	2	56	80	46	28	38
12	60	10	36	39	45	4	12	5	80	44	65	41	44	53	23	12	50	27	11
76	5	57	79	71	42	6	25	38	61	49	5	7	17	20	35	75	6	16	39
73	47	5	76	64	70	33	35	55	16	10	74	74	50	61	9	52	41	13	34
69	44	48	23	63	60	39	43	56	72	44	46	36	77	51	31	43	13	36	66
1	69	58	22	74	74	37	46	22	40	23	13	61	73	35	71	47	26	39	8
11	72	45	62	62	60	24	69	59	12	23	54	59	63	30	21	36	51	25	34
5	47	16	60	53	13	36	48	18	12	65	57	28	41	57	57	30	31	33	9
2	24	25	67	13	39	42	33	3	48	10	56	32	31	22	48	44	25	14	4
32	8	10	32	39	60	36	26	25	53	71	31	67	19	62	31	60	42	64	40
61	76	24	56	61	3	39	70	11	34	30	14	27	53	63	29	77	36	29	31
58	50	78	19	32	24	19	40	70	71	57	24	78	46	9	78	31	53	8	16
3	43	44	31	60	63	5	26	14	4	32	46	10	33	57	53	4	80	27	24
50	53	21	22	13	48	29	31	34	12	74	46	45	43	9	80	11	11	49	75
52	40	17	52	37	76	36	10	3	73	67	80	44	72	43	62	21	22	56	73
47	39	24	39	20	5	34	59	50	77	43	34	4	50	38	14	2	5	48	70
69	14	41	36	35	77	72	37	25	35	50	53	47	70	3	36	60	40	79	48
64	78	64	75	9	38	9	44	43	2	61	74	55	56	18	71	67	34	49	30
21	28	41	6	67	61	31	10	41	66	66	40	61	49	11	46	78	80	71	16
67	23	8	38	27	16	62	57	22	76	27	27	42	26	2	39	44	80	50	4
55	1	50	14	70	71	58	10	67	40	45	49	55	1	56	72	73	13	58	5
80	78	7	31	19	27	24	79	18	69	35	3	38	53	73	71	71	6	12	31
74	34	51	24	59	44	58	76	62	2	32	71	67	42	47	79	49	1	64	79
71	3	40	2	41	6	15	71	45	75	44	62	36	68	9	57	51	53	30	76
60	21	14	80	78	28	19	4	76	41	12	10	16	63	64	1	14	20	4	34
56	6	78	23	67	16	37	9	16	46	30	65	59	11	25	50	64	39	56	60
5	12	20	29	38	69	5	56	43	4	58	3	41	38	30	46	24	30	70	12
73	19	38	17	8	10	16	13	24	50	20	10	36	71	26	63	43	1	11	71
49	27	64	13	73	35	2	52	51	70	61	14	16	58	49	36	61	74	60	50
71	16	36	39	79	16	3	12	5	74	55	45	59	4	72	23	65	72	11	44
68	4	15	49	29	19	34	11	33	73	38	59	29	79	63	46	71	48	2	73
76	18	36	55	71	60	67	53	29	8	78	17	3	76	78	62	51	31	35	5
24	52	58	52	40	56	68	73	50	50	31	10	26	57	31	18	2	29	48	20
4	77	28	76	5	4	72	31	13	37	45	24	38	48	49	15	16	76	60	41
32	46	18	77	16	78	78	79	57	64	9	57	40	39	37	11	49	50	21	55
18	45	11	50	2	65	68	80	80	55	48	6	75	67	26	37	35	24	22	68
33	70	75	32	11	12	32	77	64	76	35	53	71	78	60	18	36	16	24	27
14	12	42	14	75	79	5	22	35	58	65	4	17	34	80	53	28	61	78	77
35	47	4	5	77	58	61	50	20	60	27	58	58	30	15	52	5	11	40	12
65	69	23	33	15	76	32	52	36	27	47	22	20	46	80	39	51	26	46	26
62	15	56	1	11	55	17	30	42	6	8	7	27	18	76	73	11	4	11	34
45	29	57	38	32	2	45	71	76	24	20	27	10	25	80	66	37	69	47	28
9	78	46	66	74	32	64	24	40	29	68	32	1	64	3	64	57	67	57	60
3	71	68	18	78	10	21	58	8	13	23	66	23	29	26	22	79	7	41	8
59	74	67	64	4	71	66	4	19	44	42	24	63	34	16	73	57	39	3	24
55	64	37	65	63	39	57	12	57	27	36	65	40	8	7	76	41	51	28	3
25	15	76	6	49	34	59	4	18	13	34	24	14	59	38	46	71	13	34	72
78	14	17	59	13	25	14	31	65	26	68	2	21	29	45	79	24	48	23	65
9	54	53	6	72	46	18	13	51	23	41	45	44	79	40	5	50	36	29	54
66	13	7	17	77	77	72	55	17	74	40	27	22	26	69	48	8	32	72	14
4	50	58	66	68	27	55	2	69	15	75	74	69	43	16	2	54	78	1	1
64	32	39	26	8	7	25	17	57	70	79	17	66	22	44	28	27	47	68	53
39	69	73	21	40	69	3	1	40	50	76	31	12	28	64	15	35	54	16	33
45	10	73	37	38	21	9	66	47	61	16	17	2	67	80	20	71	28	49	16
21	33	58	37	12	7	13	73	14	75	60	46	62	52	15	36	63	67	46	60
32	69	75	61	13	70	42	42	53	24	55	32	37	76	13	80	11	1	77	19
75	56	9	28	5	45	43	32	23	61	7	30	12	14	71	13	26	14	32	59
16	50	68	33	80	5	50	16	80	14	71	12	45	7	23	26	75	56	9	27
59	45	38	45	27	14	54	50	25	63	63	14	11	56	64	55	26	47	67	65
62	3	56	37	44	21	28	54	64	12	22	51	46	39	47	54	28	58	19	2
19	29	38	20	72	78	20	4	77	57	34	18	61	68	34	40	64	6	67	23
57	34	48	23	57	4	60	7	64	16	47	14	14	45	37	45	23	35	22	23
3	18	3	26	28	72	66	54	46	24	79	9	79	6	39	55	66	25	9	78
45	19	57	62	69	34	12	43	58	26	39	44	67	78	16	13	36	24	2	1
26	70	21	18	74	3	6	73	31	26	27	79	15	48	6	54	21	43	7	66
7	35	7	71	50	2	64	4	76	53	58	80	58	79	52	37	15	11	3	71
35	20	44	12	34	79	46	29	43	78	77	29	69	39	20	49	67	36	52	65
65	34	69	39	75	17	11	62	71	68	79	40	33	22	24	28	45	61	78	2
57	26	44	22	43	75	43	80	19	17	11	68	64	73	61	27	37	30	23	7
66	70	66	14	58	80	26	12	23	12	21	9	59	15	38	70	15	27	53	1
70	64	33	7	21	16	41	59	77	42	56	64	51	47	8	69	23	40	57	75
26	76	71	44	16	77	59	26	23	8	35	9	26	55	72	78	67	56	46	6
7	17	59	4	76	31	74	34	46	73	21	62	44	32	77	5	45	80	5	74
66	32	55	22	17	68	53	52	20	41	39	67	67	39	24	9	60	28	47	23
75	32	4	45	44	36	35	25	42	8	45	78	2	39	75	66	80	17	15	48
59	17	76	1	17	12	10	47	50	46	7	45	22	67	11	72	40	70	63	65
46	72	25	44	24	23	4	46	66	15	42	16	76	34	40	49	37	76	69	42
18	60	11	27	73	74	22	23	38	37	13	38	75	24	33	29	54	39	70	44
48	16	21	19	18	50	33	38	76	35	78	5	66	44	29	21	65	50	48	57
45	12	70	24	29	70	47	62	31	56	68	16	25	7	5	75	6	25	73	7
53	57	74	57	79	40	50	25	72	45	77	64	23	61	47	66	5	13	35	47
79	4	60	43	63	43	40	46	24	61	8	73	24	8	59	6	3	56	49	52
62	9	72	58	20	54	22	1	20	37	40	13	73	68	7	1	53	30	17	74
35	66	79	46	20	22	42	39	18	59	41	62	67	7	51	3	63	11	78	16
19	1	41	72	9	54	13	73	3	17	31	74	7	23	32	24	57	68	51	31
63	5	50	55	4	42	5	72	69	72	69	24	8	16	63	26	46	11	4	44
20	41	40	33	30	71	7	20	74	1	22	50	2	55	2	16	59	64	52	52
17	63	64	32	45	80	28	10	54	64	50	73	77	29	12	45	38	20	73	2
18	4	29	38	17	27	31	14	56	64	54	2	51	57	69	69	49	61	38	23
65	78	33	41	42	71	25	18	69	5	12	24	10	17	50	6	10	1	12	15
56	3	21	59	68	68	11	58	49	57	44	22	23	44	77	79	42	65	72	57
74	47	79	36	59	29	15	26	56	3	32	32	19	78	73	17	18	40	78	43
43	65	3	10	50	11	51	66	53	18	35	45	50	7	58	25	63	74	26	29
32	33	17	47	47	3	30	42	5	27	44	13	4	65	39	43	17	50	38	34
74	79	66	34	30	74	53	31	76	61	69	21	66	16	19	19	19	42	60	26
72	30	22	72	77	29	15	10	16	17	18	1	4	12	19	77	66	8	4	1
21	77	7	67	42	25	54	42	62	13	29	1	35	67	12	47	26	51	39	27
6	60	34	59	15	54	54	25	65	50	18	34	78	54	38	26	60	22	57	59
47	16	33	45	2	79	10	32	21	27	47	67	19	41	44	62	52	18	79	74
71	61	79	9	29	62	48	39	47	21	27	4	32	10	46	16	39	65	52	1
66	6	70	47	3	58	67	66	61	61	5	43	36	72	80	38	22	18	38	80
20	61	61	32	7	59	29	17	61	46	20	59	55	33	56	58	25	40	59	38
6	15	63	72	70	5	24	52	11	46	20	3	77	13	26	66	33	57	66	64
40	38	71	1	45	66	2	39	28	72	74	55	30	9	21	1	32	32	48	36
37	47	40	46	34	69	41	3	44	41	79	67	6	55	78	75	11	40	50	35
35	53	13	20	30	56	43	76	66	26	39	63	19	47	52	59	72	3	7	41
19	6	62	26	76	34	64	66	37	5	22	79	37	32	69	47	54	7	28	78
4	56	71	53	28	17	38	48	55	79	50	53	48	78	50	44	17	27	12	11
62	78	39	21	60	23	44	5	38	67	66	66	67	53	78	74	11	26	29	23
26	76	32	53	14	22	27	43	11	72	46	7	61	61	46	14	51	39	73	27
73	58	77	28	32	67	64	18	32	14	27	21	15	56	67	42	60	8	54	30
69	24	26	80	74	73	65	61	20	62	55	71	39	19	12	71	9	1	45	8
16	8	37	54	8	60	28	41	8	80	78	40	77	70	66	9	57	16	67	69
50	52	25	13	39	76	53	66	70	6	68	1	25	54	69	5	36	9	61	55
26	69	60	15	45	62	6	49	40	11	11	45	4	56	44	74	54	10	33	4
64	59	58	46	10	19	48	12	23	23	15	15	67	72	61	51	43	12	64	70
58	68	51	37	1	29	70	58	22	64	35	38	8	66	76	21	28	69	74	42
68	55	30	30	38	16	15	38	80	14	75	71	70	40	35	4	4	63	68	48
31	47	25	33	18	47	41	17	58	78	31	64	39	2	1	16	70	33	15	21
57	29	26	51	72	6	39	45	2	39	43	76	16	72	21	4	72	54	6	48
16	24	19	7	12	55	72	7	70	59	57	22	68	32	63	69	50	74	29	31
49	11	63	13	53	47	3	21	17	8	60	30	21	22	33	31	49	32	7	21
53	11	80	63	26	27	39	33	4	67	79	22	70	78	56	4	50	63	79	40
57	25	38	56	26	7	48	34	33	45	12	16	40	71	31	55	69	33	33	76
80	9	36	76	54	30	70	59	19	30	54	78	32	12	2	15	59	44	43	39
10	52	67	6	55	47	76	64	2	77	1	26	16	55	3	80	41	71	16	46
16	31	19	19	15	64	75	65	46	62	62	28	61	38	30	66	34	58	58	16
51	15	62	34	58	30	7	16	70	79	23	61	55	51	78	70	58	39	58	68
65	7	60	53	47	23	29	2	7	28	60	33	19	21	8	29	52	22	58	55
32	14	21	14	3	41	51	32	32	71	7	55	6	67	57	3	66	73	68	73
11	78	55	25	30	22	27	12	40	68	72	67	66	32	16	31	68	31	56	20
6	42	45	78	38	78	77	79	8	55	53	62	35	36	33	71	65	47	59	54
32	62	3	27	61	9	53	13	46	71	50	8	8	66	51	80	19	54	27	40
8	28	13	66	52	41	75	67	66	10	17	74	40	16	31	61	78	79	30	49
51	51	7	11	66	75	4	15	64	46	55	73	11	20	59	34	6	66	12	53
26	70	77	15	33	72	37	45	40	6	68	62	33	18	23	53	1	17	42	10
29	25	72	52	54	11	12	74	71	49	7	32	25	23	3	58	48	67	23	32
10	39	25	46	14	19	46	78	45	1	54	3	9	69	1	16	69	62	47	15
7	23	5	16	45	7	31	6	61	66	24	57	35	20	45	16	55	27	65	31
70	7	4	64	67	4	66	12	46	70	68	34	79	24	47	54	77	13	2	67
31	10	25	15	37	43	70	42	38	35	5	46	9	9	44	10	10	44	34	18
17	13	65	32	24	58	47	53	24	71	59	45	72	37	31	34	10	36	61	40
44	3	7	23	9	78	24	4	12	60	29	33	46	27	33	79	13	63	23	23
62	74	79	50	16	78	32	74	60	77	76	47	51	18	43	8	80	17	41	70
13	33	50	70	7	16	47	75	56	49	54	60	29	54	20	6	60	76	22	9
34	9	60	4	18	51	55	38	20	18	48	50	20	11	72	17	28	72	4	11
50	14	11	23	42	48	28	49	26	41	60	39	27	58	4	16	52	31	49	9
36	7	7	80	45	5	50	41	41	21	54	74	16	37	42	71	29	70	73	5
13	79	11	5	2	3	75	80	9	43	58	56	32	59	75	47	12	48	50	70
39	53	12	58	35	67	6	41	45	40	55	1	58	70	73	25	47	43	31	7
54	40	78	34	54	10	23	73	67	46	13	68	62	44	67	50	6	70	18	49
74	59	56	3	1	19	55	76	47	11	69	73	4	11	66	68	80	61	68	35
26	23	9	51	52	55	13	19	72	42	50	40	18	69	54	74	6	78	42	45
59	5	38	19	27	23	68	6	24	38	59	80	15	9	23	68	26	17	48	72
20	14	2	36	19	37	31	54	41	4	22	69	63	70	69	45	46	9	46	34
65	19	3	73	46	43	74	5	60	11	4	75	77	37	75	11	41	55	54	23
14	5	23	15	5	33	3	54	40	62	37	19	65	53	48	24	57	30	8	30
80	17	36	26	1	61	7	14	55	19	78	34	25	79	15	59	38	53	11	58
57	9	23	26	60	58	64	31	72	58	23	3	20	49	38	17	78	59	80	12
35	56	26	39	35	41	76	36	37	26	35	61	47	46	40	15	17	51	37	21
72	2	47	27	42	28	28	39	37	71	12	33	44	58	64	76	78	25	12	74
1	10	77	14	20	1	39	20	4	23	3	75	53	10	9	18	30	46	64	42
32	73	64	6	33	53	15	10	69	24	72	76	9	48	35	77	35	37	46	22
55	27	71	45	39	4	12	73	22	72	14	23	32	71	27	44	9	56	41	53
11	10	21	41	61	60	66	66	44	63	4	57	12	42	10	61	72	3	69	3
69	32	62	18	1	60	45	53	53	67	5	67	18	8	32	27	13	15	62	60
46	21	58	53	25	18	57	72	72	65	2	29	79	8	69	26	3	73	30	79
43	6	61	80	53	6	5	45	73	65	80	74	79	60	22	59	76	56	25	79
7	39	23	76	11	13	43	1	48	10	60	78	39	4	28	25	53	1	23	5
24	2	25	60	23	1	1	9	14	54	73	35	64	36	54	79	62	80	7	61
55	69	17	19	79	6	17	52	52	7	33	36	45	45	72	51	35	7	67	17
30	53	67	77	63	26	49	21	9	44	30	49	79	21	42	54	23	56	2	34
79	45	66	30	41	17	11	66	67	38	49	53	72	44	56	44	9	9	60	20
54	41	50	52	15	28	5	64	63	30	64	76	10	9	58	1	50	59	28	71
1	20	53	7	42	24	65	69	78	30	20	45	36	21	11	60	1	2	75	75
57	48	65	71	5	37	77	7	49	52	33	60	29	60	67	62	29	18	42	17
9	9	70	78	78	63	34	4	36	21	78	59	32	24	5	68	34	31	3	55
50	14	32	13	6	70	52	30	80	35	62	11	72	24	2	27	43	78	15	18
52	74	13	71	27	52	37	33	50	32	1	44	50	21	24	44	56	63	56	72
65	16	56	5	55	4	8	38	39	2	75	60	8	40	53	38	61	64	33	30
55	58	63	50	15	61	23	68	37	5	42	78	17	17	52	6	16	67	58	24
55	28	62	73	8	23	69	77	19	7	65	39	57	63	18	10	41	67	67	59
1	29	17	68	22	60	38	65	16	33	64	43	1	2	54	54	59	22	60	76
63	48	47	78	59	2	66	33	48	43	23	34	21	48	60	33	55	19	6	12
66	73	77	79	73	75	2	68	2	59	4	38	59	59	20	74	47	80	34	14
30	79	27	30	62	61	13	38	65	50	57	11	27	73	41	36	19	10	42	25
45	57	9	19	75	52	75	76	44	80	49	2	50	72	60	8	70	59	4	46
30	11	16	45	27	62	19	32	34	54	68	72	53	62	42	26	11	1	71	63
1	36	61	55	53	18	64	19	32	50	65	8	62	31	13	18	30	30	20	52
42	56	11	13	67	71	43	49	47	33	58	26	51	18	49	27	41	72	43	34
60	65	66	77	43	30	3	31	16	25	3	31	21	48	40	63	23	68	43	73
69	78	74	46	50	10	64	15	71	45	19	69	55	13	48	14	73	77	68	48
12	49	63	17	46	45	22	71	56	46	61	75	19	50	56	64	50	48	63	4
9	10	45	59	39	11	41	47	30	54	72	24	71	14	72	68	18	57	56	70
6	75	26	63	80	62	33	72	5	25	52	32	13	39	54	46	75	40	25	39
16	29	34	2	30	32	53	56	4	62	15	10	23	70	32	61	2	22	1	35
6	17	48	10	26	70	44	45	35	78	42	69	12	75	34	39	73	30	73	50
40	30	55	12	1	42	2	4	22	62	17	20	39	72	14	48	68	2	17	79
9	45	71	4	38	19	32	56	23	39	42	69	62	79	73	30	77	54	57	38
43	34	50	36	9	53	13	62	9	1	76	74	39	45	12	14	4	4	41	1
4	65	35	80	48	4	56	77	1	77	29	58	65	7	12	9	24	41	17	16
64	65	38	22	12	72	35	76	72	8	80	45	54	32	11	51	32	7	34	45
72	29	17	57	77	62	68	79	26	72	62	43	58	53	53	3	63	56	6	64
39	43	35	53	26	29	39	68	14	65	31	21	6	27	27	67	67	48	58	42
48	14	20	72	14	56	59	32	36	80	12	80	58	77	32	31	17	53	58	61
18	7	72	10	78	5	18	32	42	45	1	44	19	24	23	34	50	64	3	72
61	80	6	7	7	8	40	74	21	46	21	14	44	20	10	79	48	58	12	67
56	31	58	65	52	37	54	50	72	42	27	53	55	12	37	74	2	80	66	30
49	16	2	63	77	58	29	66	20	11	18	38	70	51	33	1	54	2	26	50
36	24	60	41	16	5	16	69	66	64	45	53	14	3	27	34	51	68	26	17
62	52	57	46	41	24	30	36	48	1	38	17	55	51	11	8	62	74	2	60
7	5	61	45	11	56	54	39	25	61	54	4	9	45	28	35	33	34	10	11
38	71	56	69	6	2	21	39	69	34	16	48	19	25	27	58	23	15	1	22
73	74	57	23	33	66	80	34	16	50	70	15	40	77	54	16	64	56	44	6
6	18	77	66	15	73	18	46	33	14	47	52	67	70	25	6	72	47	56	16
22	40	28	24	43	57	64	72	44	32	21	49	54	18	66	36	59	2	29	54
26	53	79	6	19	74	39	1	2	75	60	42	5	38	69	28	10	66	64	57
57	2	8	26	47	27	19	2	26	3	52	9	42	6	54	64	59	16	46	12
66	72	67	28	6	45	45	25	48	74	42	8	74	50	79	63	11	64	71	63
45	50	35	44	27	7	43	49	57	26	33	26	79	19	73	24	73	61	63	9
75	5	40	59	66	74	75	9	40	3	47	7	5	75	16	4	47	44	77	8
6	42	68	22	8	36	25	71	49	51	18	80	69	61	12	76	40	14	45	69
48	70	65	80	33	52	53	63	58	47	44	27	42	49	59	50	40	79	27	9
7	25	65	63	45	60	2	31	51	64	4	31	55	5	45	14	49	46	59	56
17	33	31	68	78	72	55	4	20	60	76	27	79	15	33	44	6	58	80	67
76	7	45	3	38	75	67	80	33	55	30	60	6	17	40	1	30	9	58	52
54	23	16	18	14	75	63	3	57	43	71	3	32	73	32	39	52	60	55	7
62	12	63	34	19	56	9	37	36	42	25	59	61	27	78	63	51	62	22	23
55	1	60	46	72	2	35	57	34	55	53	78	6	29	73	76	9	1	73	72
67	38	23	31	15	60	27	6	76	29	53	14	3	19	80	64	2	74	12	8
70	65	34	36	7	42	23	76	4	31	64	67	37	21	3	69	63	44	1	79
55	58	60	2	5	27	61	59	73	58	68	53	13	32	67	28	41	59	21	80
61	46	10	1	49	66	39	1	68	30	13	24	39	75	35	54	47	66	26	16
38	40	56	20	60	20	73	73	31	56	59	37	68	16	53	42	31	80	9	7
15	68	1	59	9	22	42	62	77	51	57	26	2	8	8	6	37	35	26	59
52	70	76	20	65	45	43	4	48	1	76	17	61	65	68	39	35	76	55	73
3	38	50	37	46	17	58	53	57	9	72	24	47	53	42	77	70	72	48	6
60	75	21	72	70	45	73	19	49	1	47	20	60	68	22	72	63	79	25	70
41	76	14	75	71	42	52	60	15	78	51	68	5	44	71	67	51	28	5	79
68	56	48	62	69	71	74	30	41	33	15	6	51	53	47	4	21	27	2	66
53	28	19	32	13	9	71	38	64	29	56	4	71	23	72	73	40	74	28	11
42	4	40	32	23	30	49	18	40	53	26	63	16	5	75	60	11	26	76	50
50	48	79	55	11	10	12	78	33	47	22	67	44	48	56	8	24	44	13	45
50	16	74	58	63	41	33	72	47	17	10	43	30	12	69	33	38	49	34	36
63	18	10	52	56	14	46	13	43	79	58	51	64	5	49	36	27	50	52	79
54	57	67	46	74	71	56	38	21	36	7	4	24	65	42	28	49	18	61	27
65	19	24	38	63	9	53	22	32	21	70	41	24	4	20	57	79	56	68	41
25	32	19	36	66	46	19	62	44	15	80	23	65	41	69	14	2	57	60	8
35	14	25	64	58	40	42	39	35	59	7	28	27	24	70	40	69	25	34	60
54	66	63	2	13	17	78	7	75	40	70	60	71	61	29	2	1	69	23	41
45	22	40	79	72	66	27	49	27	10	65	32	13	21	3	52	1	52	31	39
70	3	67	73	51	12	29	80	20	66	9	74	69	15	77	70	79	3	18	16
69	41	66	75	9	17	66	76	6	77	16	63	53	18	74	44	38	38	14	66
2	12	43	72	5	67	69	30	5	57	61	47	29	31	41	5	68	32	19	40
70	20	53	11	65	34	80	32	78	45	42	30	78	4	27	6	72	24	3	57
77	80	50	29	74	9	49	32	21	8	47	75	2	1	26	9	80	51	75	14
56	76	22	7	73	61	33	3	69	42	51	75	42	50	66	75	36	64	42	22
14	51	21	33	74	42	17	49	25	39	75	63	18	49	34	20	41	24	35	3
10	66	32	9	51	49	64	16	45	57	3	55	71	32	66	6	16	70	51	66
30	43	46	69	28	62	30	28	33	1	1	30	61	36	55	23	37	49	66	68
77	47	38	26	17	15	78	58	80	56	56	72	60	43	51	67	78	2	38	19
11	72	33	49	68	46	78	32	62	30	68	26	59	11	33	67	79	72	51	60
29	25	41	60	9	61	48	57	16	77	14	10	23	46	19	12	44	40	77	44
24	61	11	2	48	45	42	59	77	7	65	71	61	77	67	3	33	19	4	44
57	46	69	29	58	58	54	62	2	25	34	29	25	74	76	62	29	64	6	23
68	32	27	62	23	48	38	25	47	35	18	65	24	77	24	49	69	58	51	40
62	8	6	22	2	41	45	40	56	60	3	11	26	19	3	75	33	4	36	78
79	56	52	59	74	16	41	63	73	35	77	79	14	42	9	50	35	32	21	11
45	43	37	55	20	35	56	46	32	9	20	37	50	42	60	78	15	24	58	55
78	19	17	62	66	19	63	73	51	19	6	77	56	66	8	55	16	24	53	70
6	16	80	64	16	73	60	1	27	73	10	46	51	29	26	60	23	15	6	15
77	63	66	28	55	50	63	33	10	68	18	61	35	5	2	71	33	14	18	53
20	54	61	17	14	15	80	8	77	51	54	25	7	57	26	6	75	49	73	27
70	59	47	76	62	23	37	46	16	16	9	36	74	26	68	55	74	7	31	17
6	6	54	17	19	10	36	70	58	55	31	67	80	43	24	22	71	48	77	22
13	74	30	47	77	52	20	39	32	11	76	19	53	70	73	16	28	43	39	63
27	25	13	58	67	11	21	55	42	28	44	52	45	14	43	53	19	6	6	45
42	59	42	61	30	23	47	16	36	2	50	50	76	18	27	29	63	79	46	33
15	79	41	58	63	50	67	8	75	15	10	38	51	66	33	48	12	49	65	25
22	36	53	59	27	10	36	5	73	66	76	13	17	72	52	6	26	57	12	37
